2021-03-14 17:07:19.303598,2021-03-14 17:07:21.509602,0:00:02.206004,0:00:02.206004
2021-03-14 17:21:40.453171,2021-03-15 02:32:13.452982,9:10:32.999811,9:10:35.205815
2021-03-15 11:16:33.202512,2021-03-15 12:25:46.987267,1:09:13.784755,10:19:48.990570
2021-03-16 12:48:24.308263,2021-03-16 16:59:03.577018,4:10:39.268755,14:30:28.259325
2021-03-16 16:59:03.583024,2021-03-16 17:05:38.055551,0:06:34.472527,14:37:02.731852
2021-03-16 17:05:38.065561,2021-03-16 22:25:48.681528,5:20:10.615967,19:57:13.347819
2021-03-16 23:38:46.721830,2021-03-17 00:36:38.980231,0:57:52.258401,20:55:05.606220
2021-03-17 00:36:40.100249,2021-03-17 02:24:56.913826,1:48:16.813577,22:43:22.419797
2021-03-17 02:24:58.256045,2021-03-17 02:25:20.370135,0:00:22.114090,22:43:44.533887
2021-03-17 16:30:51.565092,2021-03-17 22:33:13.118717,6:02:21.553625,"1 day, 4:46:06.087512"
2021-03-18 15:04:20.908785,2021-03-18 15:46:26.596287,0:42:05.687502,"1 day, 5:28:11.775014"
2021-03-18 15:46:27.440038,2021-03-19 00:37:39.044712,8:51:11.604674,"1 day, 14:19:23.379688"
2021-03-19 14:04:53.484667,2021-03-19 14:05:07.469042,0:00:13.984375,"1 day, 14:19:37.364063"
2021-03-19 14:05:10.219041,2021-03-19 18:04:29.875292,3:59:19.656251,"1 day, 18:18:57.020314"
2021-03-19 18:04:37.390918,2021-03-19 18:19:24.922167,0:14:47.531249,"1 day, 18:33:44.551563"
2021-03-19 18:25:06.765917,2021-03-20 02:30:40.309548,8:05:33.543631,"2 days, 2:39:18.095194"
2021-03-20 14:56:27.075170,2021-03-20 17:38:17.012670,2:41:49.937500,"2 days, 5:21:08.032694"
2021-03-21 12:17:40.249089,2021-03-21 12:36:18.733466,0:18:38.484377,"2 days, 5:39:46.517071"
2021-03-21 14:37:29.202218,2021-03-21 14:37:31.514714,0:00:02.312496,"2 days, 5:39:48.829567"
2021-03-21 14:37:31.514714,2021-03-21 15:01:58.327215,0:24:26.812501,"2 days, 6:04:15.642068"
2021-03-21 16:01:08.452215,2021-03-21 16:02:50.217842,0:01:41.765627,"2 days, 6:05:57.407695"
2021-03-21 23:03:05.608466,2021-03-22 02:45:57.620628,3:42:52.012162,"2 days, 9:48:49.419857"
2021-03-22 02:45:58.480003,2021-03-22 03:47:47.026877,1:01:48.546874,"2 days, 10:50:37.966731"
2021-03-22 15:49:12.944417,2021-03-22 15:55:04.694415,0:05:51.749998,"2 days, 10:56:29.716729"
2021-03-22 15:55:43.085040,2021-03-22 20:37:22.607457,4:41:39.522417,"2 days, 15:38:09.239146"
2021-03-22 20:37:26.310583,2021-03-22 21:33:54.544959,0:56:28.234376,"2 days, 16:34:37.473522"
2021-03-22 21:33:55.091832,2021-03-23 00:06:18.917257,2:32:23.825425,"2 days, 19:07:01.298947"
2021-03-23 00:06:19.464132,2021-03-23 02:17:13.667263,2:10:54.203131,"2 days, 21:17:55.502078"
2021-03-23 21:41:17.841958,2021-03-24 01:31:17.295088,3:49:59.453130,"3 days, 1:07:54.955208"
2021-03-24 01:31:18.966961,2021-03-24 04:18:53.091957,2:47:34.124996,"3 days, 3:55:29.080204"
2021-03-28 16:27:22.638212,2021-03-28 16:27:48.312047,0:00:25.673835,"3 days, 3:55:54.754039"
2021-03-28 16:27:49.296422,2021-03-28 18:25:11.751439,1:57:22.455017,"3 days, 5:53:17.209056"
2021-03-28 18:25:11.751439,2021-03-28 19:28:46.003704,1:03:34.252265,"3 days, 6:56:51.461321"
2021-03-28 19:28:46.003704,2021-03-28 19:29:14.050591,0:00:28.046887,"3 days, 6:57:19.508208"
2021-03-28 19:29:14.050591,2021-03-28 19:56:25.160303,0:27:11.109712,"3 days, 7:24:30.617920"
2021-03-28 19:56:28.629053,2021-03-28 20:20:51.019971,0:24:22.390918,"3 days, 7:48:53.008838"
2021-03-28 22:18:26.973208,2021-03-28 23:53:32.848211,1:35:05.875003,"3 days, 9:23:58.883841"
2021-03-29 18:56:42.022868,2021-03-29 20:29:19.534035,1:32:37.511167,"3 days, 10:56:36.395008"
2021-03-29 20:29:20.284167,2021-03-29 20:29:21.049923,0:00:00.765756,"3 days, 10:56:37.160764"
2021-03-29 20:29:22.096981,2021-03-29 23:44:55.066868,3:15:32.969887,"3 days, 14:12:10.130651"
2021-03-29 23:44:55.629371,2021-03-29 23:47:51.629915,0:02:56.000544,"3 days, 14:15:06.131195"
2021-03-30 17:05:16.804044,2021-03-30 18:32:54.647704,1:27:37.843660,"3 days, 15:42:43.974855"
2021-03-30 18:32:55.178959,2021-03-30 23:53:08.426202,5:20:13.247243,"3 days, 21:02:57.222098"
2021-04-01 21:01:21.465638,2021-04-01 21:06:46.148057,0:05:24.682419,"3 days, 21:08:21.904517"
2021-04-01 21:06:46.976249,2021-04-02 04:02:54.581852,6:56:07.605603,"4 days, 4:04:29.510120"
2021-04-03 19:20:55.676581,2021-04-03 19:21:07.786504,0:00:12.109923,"4 days, 4:04:41.620043"
2021-04-03 19:21:10.552255,2021-04-03 19:47:20.357742,0:26:09.805487,"4 days, 4:30:51.425530"
2021-04-05 20:03:07.528691,2021-04-05 21:51:17.052262,1:48:09.523571,"4 days, 6:19:00.949101"
2021-04-05 21:51:17.692889,2021-04-05 22:40:29.562447,0:49:11.869558,"4 days, 7:08:12.818659"
2021-04-05 22:41:18.640963,2021-04-06 01:45:32.239688,3:04:13.598725,"4 days, 10:12:26.417384"
2021-04-06 01:49:11.531049,2021-04-06 01:49:56.345613,0:00:44.814564,"4 days, 10:13:11.231948"
2021-04-06 17:45:07.900802,2021-04-06 17:52:47.966337,0:07:40.065535,"4 days, 10:20:51.297483"
2021-04-06 17:52:50.075725,2021-04-06 22:33:07.464064,4:40:17.388339,"4 days, 15:01:08.685822"
2021-04-07 20:05:53.369246,2021-04-07 20:15:48.014623,0:09:54.645377,"4 days, 15:11:03.331199"
2021-04-07 20:41:03.042367,2021-04-07 20:45:05.575386,0:04:02.533019,"4 days, 15:15:05.864218"
2021-04-07 20:45:05.637888,2021-04-08 02:45:23.368909,6:00:17.731021,"4 days, 21:15:23.595239"
2021-04-08 10:56:39.116059,2021-04-08 15:24:20.489531,4:27:41.373472,"5 days, 1:43:04.968711"
2021-04-08 21:08:09.679160,2021-04-08 22:37:41.767900,1:29:32.088740,"5 days, 3:12:37.057451"
2021-04-09 19:10:31.567088,2021-04-10 00:57:40.218356,5:47:08.651268,"5 days, 8:59:45.708719"
2021-04-10 00:57:40.983989,2021-04-10 01:13:30.775212,0:15:49.791223,"5 days, 9:15:35.499942"
2021-04-10 17:18:09.142119,2021-04-10 17:18:16.032869,0:00:06.890750,"5 days, 9:15:42.390692"
2021-04-10 17:18:17.595397,2021-04-11 05:29:19.494051,12:11:01.898654,"5 days, 21:26:44.289346"
2021-04-11 21:04:42.961587,2021-04-11 22:50:10.041977,1:45:27.080390,"5 days, 23:12:11.369736"
2021-04-11 22:50:13.651389,2021-04-12 02:37:46.973884,3:47:33.322495,"6 days, 2:59:44.692231"
2021-04-12 12:02:18.469226,2021-04-12 18:44:53.201351,6:42:34.732125,"6 days, 9:42:19.424356"
2021-04-12 18:44:54.029487,2021-04-13 00:24:36.483095,5:39:42.453608,"6 days, 15:22:01.877964"
2021-04-13 10:32:23.701418,2021-04-13 12:11:16.542746,1:38:52.841328,"6 days, 17:00:54.719292"
2021-04-13 15:41:16.695271,2021-04-13 21:52:48.184076,6:11:31.488805,"6 days, 23:12:26.208097"
2021-04-13 21:52:48.215329,2021-04-13 22:10:33.676974,0:17:45.461645,"6 days, 23:30:11.669742"
2021-04-14 13:17:35.501601,2021-04-14 15:18:39.239079,2:01:03.737478,"7 days, 1:31:15.407220"
2021-04-15 10:21:53.010354,2021-04-15 11:02:29.638223,0:40:36.627869,"7 days, 2:11:52.035089"
2021-04-15 11:02:30.247607,2021-04-15 20:08:52.517220,9:06:22.269613,"7 days, 11:18:14.304702"
2021-04-15 20:08:53.501603,2021-04-15 21:31:00.966793,1:22:07.465190,"7 days, 12:40:21.769892"
2021-04-15 21:31:02.013749,2021-04-15 21:31:03.451359,0:00:01.437610,"7 days, 12:40:23.207502"
